@relation filtrado-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C24-L2-V

@attribute Marital_status numeric
@attribute Application_mode numeric
@attribute Application_order numeric
@attribute Course numeric
@attribute Daytime/evening_attendance numeric
@attribute Previous_qualification numeric
@attribute Previous_qualification_(grade) numeric
@attribute Nacionality numeric
@attribute Mother_s_qualification numeric
@attribute Father_s_qualification numeric
@attribute Mother_s_occupation numeric
@attribute Father_s_occupation numeric
@attribute Admission_grade numeric
@attribute Displaced numeric
@attribute Educational_special_needs numeric
@attribute Debtor numeric
@attribute Gender numeric
@attribute Scholarship_holder numeric
@attribute Age_at_enrollment numeric
@attribute International numeric
@attribute Unemployment_rate numeric
@attribute Inflation_rate numeric
@attribute GDP numeric
@attribute TARGET {Dropout,Enrolled,Graduate}

@data
1,44,1,9003,1,39,140,1,37,37,9,1,140,0,0,0,1,1,20,0,15.5,2.8,-4.06,Enrolled
1,44,1,9130,1,39,150,1,5,1,2,5,150,1,0,0,1,0,19,0,13.9,-0.3,0.79,Enrolled
1,1,1,9254,1,1,160,1,19,38,9,9,140.8,1,0,0,1,0,23,0,7.6,2.6,0.32,Enrolled
1,43,1,171,1,1,120,1,3,3,2,2,120,1,0,0,1,0,22,0,7.6,2.6,0.32,Enrolled
1,17,6,9147,1,1,133,1,19,38,5,6,123.2,1,0,0,1,0,20,0,9.4,-0.8,-3.12,Enrolled
1,17,2,9773,1,1,124,1,1,1,4,4,127.9,1,0,0,1,0,20,0,9.4,-0.8,-3.12,Enrolled
1,1,2,9147,1,1,128,1,1,1,9,6,120.3,0,0,0,1,0,19,0,8.9,1.4,3.51,Enrolled
1,15,1,9500,1,1,190,108,3,2,122,4,190,1,0,0,0,0,18,1,12.4,0.5,1.79,Enrolled
1,17,4,9119,1,1,122,62,1,1,191,171,121,1,0,0,1,0,20,1,8.9,1.4,3.51,Enrolled
1,17,1,9130,1,1,138,1,2,19,2,6,126.3,1,0,0,0,1,18,0,8.9,1.4,3.51,Enrolled
1,17,2,9853,1,1,141,1,3,1,1,5,130.2,1,0,0,0,0,19,0,12.7,3.7,-1.7,Enrolled
1,43,1,9130,1,1,100,41,3,4,3,2,100,0,0,0,0,0,19,1,9.4,-0.8,-3.12,Enrolled
1,44,1,9003,1,39,140,1,38,38,6,3,140,0,0,0,0,0,19,0,15.5,2.8,-4.06,Enrolled
1,17,3,9070,1,1,145,1,3,3,4,4,153.1,1,0,0,0,1,20,0,12.7,3.7,-1.7,Enrolled
1,18,4,9119,1,1,134,1,19,38,194,175,124.9,1,0,1,1,0,18,0,8.9,1.4,3.51,Enrolled
1,1,1,9119,1,1,163,1,19,37,5,8,150.8,1,0,0,1,0,18,0,7.6,2.6,0.32,Enrolled
1,1,2,171,1,1,165,1,3,3,2,2,163.6,1,0,0,0,0,18,0,12.4,0.5,1.79,Enrolled
1,43,1,9147,1,1,142,1,38,19,141,171,115,0,0,0,0,0,19,0,13.9,-0.3,0.79,Enrolled
1,1,1,9238,1,1,133,1,38,1,2,4,126,0,0,0,0,0,20,0,9.4,-0.8,-3.12,Enrolled
1,39,1,8014,0,1,140,1,19,1,9,8,105,0,0,0,0,0,26,0,15.5,2.8,-4.06,Enrolled
1,39,1,9147,1,12,133.1,1,37,37,9,7,139.4,0,0,1,0,0,41,0,7.6,2.6,0.32,Enrolled
1,39,1,9991,0,1,150,1,19,37,9,8,138.5,0,0,0,0,0,26,0,12.7,3.7,-1.7,Enrolled
1,18,2,9147,1,1,115,1,1,37,5,5,108.7,1,0,0,0,0,21,0,9.4,-0.8,-3.12,Enrolled
1,1,4,9147,1,1,133.1,1,1,19,4,6,106,1,0,0,0,0,24,0,12.7,3.7,-1.7,Enrolled
1,1,4,9853,1,1,134,1,19,1,5,9,127.4,1,0,0,0,0,18,0,10.8,1.4,1.74,Enrolled
1,1,1,9853,1,1,133.1,1,19,37,9,9,95,1,0,1,0,0,22,0,11.1,0.6,2.02,Enrolled
1,17,1,9147,1,1,115,1,19,19,7,7,115,1,0,0,0,0,23,0,9.4,-0.8,-3.12,Enrolled
1,17,3,9085,1,1,130,1,19,37,5,5,121.3,1,0,0,0,0,21,0,9.4,-0.8,-3.12,Enrolled
1,17,3,9853,1,1,118,1,38,38,7,7,121.2,1,0,0,0,0,18,0,7.6,2.6,0.32,Enrolled
1,17,1,9254,1,1,122,1,1,1,4,9,112.9,1,0,0,0,0,22,0,7.6,2.6,0.32,Enrolled
1,42,1,9070,1,1,100,1,3,2,2,2,115.9,0,0,0,0,0,29,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9500,1,1,137,1,1,19,4,4,125.3,0,0,0,1,0,19,0,7.6,2.6,0.32,Enrolled
1,1,1,9147,1,1,120,1,1,19,7,7,111.3,0,0,0,1,1,18,0,15.5,2.8,-4.06,Enrolled
1,39,9,9991,0,1,120,1,38,38,9,5,144.8,0,0,0,1,0,28,0,10.8,1.4,1.74,Enrolled
1,1,1,9670,1,1,132,1,1,19,7,5,129.9,1,0,0,1,0,20,0,12.4,0.5,1.79,Enrolled
1,43,1,9070,1,1,150,1,3,39,3,7,126.4,0,0,0,1,0,26,0,12.4,0.5,1.79,Enrolled
1,1,1,9500,1,1,127,1,3,1,2,8,121.4,0,0,0,1,0,20,0,12.4,0.5,1.79,Enrolled
1,17,2,9853,1,1,114,1,1,19,9,9,111.9,1,0,0,1,1,20,0,7.6,2.6,0.32,Enrolled
2,39,1,9500,1,19,133.1,1,37,38,9,7,100.5,1,0,0,1,0,43,0,10.8,1.4,1.74,Enrolled
1,17,5,9119,1,1,138,1,19,19,5,5,123.3,1,0,1,1,0,18,0,12.4,0.5,1.79,Enrolled
2,39,1,9991,0,1,160,1,34,34,99,99,114.3,0,0,0,1,0,40,0,7.6,2.6,0.32,Enrolled
1,1,1,9254,1,1,133.1,1,37,37,1,1,97,0,0,0,1,0,27,0,10.8,1.4,1.74,Enrolled
1,44,1,9003,1,39,140,1,38,1,134,134,140,1,0,1,1,0,26,0,8.9,1.4,3.51,Enrolled
1,1,2,9119,1,1,126,1,1,38,141,192,122.5,1,0,0,1,0,20,0,8.9,1.4,3.51,Enrolled
1,51,1,9147,1,1,130,1,19,38,9,8,115.7,0,0,0,1,0,20,0,8.9,1.4,3.51,Enrolled
1,1,1,9119,1,1,140,1,37,19,9,9,166,1,0,1,1,0,20,0,9.4,-0.8,-3.12,Enrolled
1,39,1,9500,1,1,120,1,1,2,144,123,125.3,0,0,1,1,0,30,0,12.4,0.5,1.79,Enrolled
1,17,1,9670,1,1,115,1,19,19,191,171,109.1,0,0,1,1,0,21,0,11.1,0.6,2.02,Enrolled
1,17,1,9670,1,1,109,1,1,1,4,4,108,0,0,0,1,0,19,0,7.6,2.6,0.32,Enrolled
4,39,1,9556,1,1,160,1,19,3,9,2,130,0,0,0,0,0,25,0,12.7,3.7,-1.7,Enrolled
2,39,2,9556,1,1,110,1,19,38,9,9,112.8,0,0,0,0,1,26,0,10.8,1.4,1.74,Enrolled
1,17,2,9147,1,1,129,1,2,3,2,2,128.3,1,0,0,0,0,19,0,12.7,3.7,-1.7,Enrolled
1,43,1,9085,1,1,127,1,3,3,2,5,100,0,0,0,0,0,21,0,13.9,-0.3,0.79,Enrolled
1,1,1,9130,1,1,138,1,4,5,2,2,123,1,0,0,0,0,21,0,12.7,3.7,-1.7,Enrolled
1,39,1,9085,1,1,130,1,4,1,2,9,120,0,0,0,0,0,26,0,11.1,0.6,2.02,Enrolled
1,1,1,9500,1,1,131,1,19,19,4,4,122,1,0,0,0,0,20,0,12.7,3.7,-1.7,Enrolled
1,17,2,9238,1,1,118,1,1,19,4,10,110.7,1,1,0,0,0,18,0,12.7,3.7,-1.7,Enrolled
1,1,1,9500,1,1,106,1,37,38,191,163,102.2,1,0,1,1,0,20,0,11.1,0.6,2.02,Enrolled
1,44,1,9003,1,39,120,1,38,19,3,5,120,0,0,0,1,0,23,0,15.5,2.8,-4.06,Enrolled
1,44,1,9003,1,39,130,1,2,3,9,6,130,0,0,0,1,0,20,0,12.4,0.5,1.79,Enrolled
1,43,1,8014,0,1,120,1,37,37,9,5,100,0,0,0,0,0,45,0,12.7,3.7,-1.7,Enrolled
1,39,1,8014,0,19,100,1,37,37,5,5,111,1,0,0,0,1,26,0,7.6,2.6,0.32,Enrolled
1,39,1,9991,0,1,130,1,37,37,9,9,130.1,0,0,0,0,0,25,0,10.8,1.4,1.74,Enrolled
1,1,1,9500,1,1,124,1,19,37,3,8,117.5,1,0,0,1,0,19,0,9.4,-0.8,-3.12,Enrolled
1,1,4,9500,1,1,126,1,12,1,5,10,120.2,0,0,0,0,1,19,0,12.4,0.5,1.79,Enrolled
1,17,2,171,1,1,141,1,19,37,9,9,136.1,1,0,0,0,1,18,0,12.7,3.7,-1.7,Enrolled
1,43,2,9670,1,1,129,1,3,3,5,5,122.4,1,0,0,0,0,19,0,12.7,3.7,-1.7,Enrolled
1,43,1,9773,1,1,119,1,19,37,5,5,105,1,0,0,0,0,23,0,16.2,0.3,-0.92,Enrolled
1,1,1,9238,1,1,132,1,37,37,9,7,129.9,1,0,0,0,0,20,0,10.8,1.4,1.74,Enrolled
1,1,3,9670,1,1,120,1,37,37,7,7,111.3,1,0,0,1,0,19,0,9.4,-0.8,-3.12,Enrolled
4,39,1,9991,0,1,130,1,37,37,9,9,127.6,0,0,0,1,0,29,0,7.6,2.6,0.32,Enrolled
1,1,1,9670,1,1,122,1,12,12,5,7,126.6,1,0,0,0,0,18,0,11.1,0.6,2.02,Enrolled
1,1,3,9500,1,1,126,1,1,19,131,181,120.1,1,0,0,0,0,19,0,12.4,0.5,1.79,Enrolled
1,1,1,9147,1,1,129,1,37,37,9,7,117.8,0,0,0,0,1,19,0,10.8,1.4,1.74,Enrolled
1,43,1,9773,1,1,127,1,19,1,5,5,117.6,1,0,0,0,0,18,0,16.2,0.3,-0.92,Enrolled
1,17,1,9670,1,1,115,1,1,1,4,4,109.1,1,0,0,0,1,19,0,12.4,0.5,1.79,Enrolled
1,1,5,9500,1,1,125,1,3,19,4,8,120.3,1,0,0,0,0,19,0,13.9,-0.3,0.79,Enrolled
1,1,2,9070,1,1,129,1,3,4,2,2,136.4,1,0,0,0,0,18,0,7.6,2.6,0.32,Enrolled
1,17,3,9147,1,1,137,1,1,1,4,7,124.4,1,0,0,0,0,18,0,11.1,0.6,2.02,Enrolled
2,39,1,9003,1,1,150,1,3,3,2,2,120,0,0,1,0,0,34,0,11.1,0.6,2.02,Enrolled
1,1,2,9670,1,1,117,1,37,37,9,9,111.8,0,0,0,0,0,22,0,7.6,2.6,0.32,Enrolled
2,39,2,9147,1,1,140,1,37,37,9,8,108,0,0,0,0,0,50,0,9.4,-0.8,-3.12,Enrolled
1,39,1,9085,1,1,130,1,37,37,6,6,110,0,0,0,0,1,25,0,11.1,0.6,2.02,Enrolled
2,39,1,9991,0,1,120,1,37,37,9,9,119.9,0,0,0,0,0,50,0,12.7,3.7,-1.7,Enrolled
4,43,1,8014,0,12,133.1,1,34,34,0,0,106,1,0,0,0,0,48,0,7.6,2.6,0.32,Enrolled
2,39,1,9147,1,1,110,1,37,37,9,10,140,0,0,0,0,0,41,0,9.4,-0.8,-3.12,Enrolled
2,43,1,9991,0,1,140,1,38,37,5,6,117.3,0,0,0,0,0,28,0,7.6,2.6,0.32,Enrolled
1,51,1,9147,1,1,160,1,1,37,9,10,118,0,0,0,0,0,53,0,8.9,1.4,3.51,Enrolled
1,39,1,8014,0,1,120,1,37,37,9,7,106.8,0,0,0,0,0,49,0,13.9,-0.3,0.79,Enrolled
1,43,1,9238,1,1,122,1,19,19,5,5,114.3,1,0,0,0,0,22,0,9.4,-0.8,-3.12,Enrolled
1,39,1,9991,0,1,120,1,37,37,6,6,147.8,0,0,0,0,0,40,0,13.9,-0.3,0.79,Enrolled
2,43,1,9991,0,2,120,1,37,37,9,8,120,0,0,0,0,0,36,0,9.4,-0.8,-3.12,Enrolled
6,39,1,8014,0,1,133.1,1,37,37,9,9,119,0,0,0,0,1,48,0,10.8,1.4,1.74,Enrolled
1,39,1,8014,0,1,155,1,19,37,4,5,117.5,0,0,0,0,0,34,0,12.7,3.7,-1.7,Enrolled
1,1,3,9500,1,1,136,1,1,1,4,4,127,1,0,0,0,0,19,0,9.4,-0.8,-3.12,Enrolled
2,39,1,9991,0,1,110,1,37,37,9,3,127.1,0,0,0,0,0,34,0,7.6,2.6,0.32,Enrolled
2,39,2,9556,1,1,133.1,105,1,3,9,2,152.8,1,0,0,0,0,28,1,12.4,0.5,1.79,Enrolled
2,39,2,9670,1,1,100,1,37,37,9,9,100,0,0,0,0,0,35,0,9.4,-0.8,-3.12,Enrolled
1,17,4,9500,1,1,138,1,4,1,2,1,133,1,0,0,0,0,18,0,9.4,-0.8,-3.12,Enrolled
1,5,1,9085,1,1,150,1,1,1,4,4,139.4,0,0,0,0,0,18,0,7.6,2.6,0.32,Enrolled
1,43,2,9853,1,1,118,1,19,1,5,4,110,1,0,0,0,0,20,0,10.8,1.4,1.74,Enrolled
1,1,2,9254,1,1,137,1,38,19,9,7,125.1,1,0,0,0,0,18,0,7.6,2.6,0.32,Enrolled
1,17,1,9147,1,1,120,1,3,3,2,2,112,0,0,0,0,0,20,0,15.5,2.8,-4.06,Enrolled
1,39,1,9500,1,1,148,1,3,19,2,5,130,0,0,0,0,0,24,0,12.7,3.7,-1.7,Enrolled
1,17,5,9147,1,1,127,1,1,38,4,5,124.6,1,0,0,0,1,19,0,11.1,0.6,2.02,Enrolled
1,1,4,9773,1,1,137,1,3,19,2,3,139.8,1,1,0,0,0,18,0,10.8,1.4,1.74,Enrolled
1,17,5,9500,1,1,130,1,19,1,9,4,128.8,1,0,0,0,0,18,0,11.1,0.6,2.02,Enrolled
1,1,1,9085,1,1,146,1,1,1,9,7,126,0,0,0,0,0,19,0,7.6,2.6,0.32,Enrolled
1,42,1,9147,1,1,139,1,3,38,2,5,112.3,1,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,1,2,9773,1,1,130,1,19,19,5,6,137.4,0,0,0,0,0,19,0,15.5,2.8,-4.06,Enrolled
1,1,3,9500,1,1,140,6,2,3,5,2,124.3,1,0,0,0,0,19,1,12.4,0.5,1.79,Enrolled
1,1,3,9670,1,1,121,1,1,19,5,5,111.9,1,0,0,1,1,20,0,10.8,1.4,1.74,Enrolled
1,39,1,9119,1,1,130,1,19,37,9,4,149,1,0,0,1,0,33,0,7.6,2.6,0.32,Enrolled
1,1,1,9670,1,1,132,1,4,2,123,112,143.6,1,0,0,1,0,20,0,13.9,-0.3,0.79,Enrolled
1,43,1,9119,1,1,130,1,1,1,9,2,128,0,0,1,1,0,27,0,13.9,-0.3,0.79,Enrolled
2,7,1,9147,1,3,110,1,19,1,9,9,110,0,0,0,0,0,33,0,11.1,0.6,2.02,Enrolled
1,17,1,9853,1,1,128,1,38,38,9,7,128.4,1,0,0,0,1,20,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9238,1,1,138,1,37,37,9,9,135.9,1,0,0,0,0,19,0,7.6,2.6,0.32,Enrolled
1,1,5,9773,1,1,127,1,38,1,4,5,121.1,1,0,0,0,0,18,0,15.5,2.8,-4.06,Enrolled
1,1,1,9670,1,1,143,1,3,38,2,9,144.1,1,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,1,1,9085,1,1,133.1,1,38,37,1,1,115,1,0,0,0,0,21,0,12.7,3.7,-1.7,Enrolled
1,17,5,9670,1,1,125,1,19,30,7,7,118.4,1,0,0,0,1,19,0,7.6,2.6,0.32,Enrolled
1,17,1,9238,1,1,126,1,37,19,9,8,116.9,1,0,0,0,0,21,0,12.7,3.7,-1.7,Enrolled
1,1,6,9500,1,1,122,1,1,1,4,4,119.6,1,0,0,0,0,21,0,13.9,-0.3,0.79,Enrolled
1,17,1,9500,1,1,141,1,2,38,2,10,135.4,1,0,0,0,0,18,0,13.9,-0.3,0.79,Enrolled
1,1,1,9853,1,1,129,1,19,38,2,7,126.9,1,0,0,0,1,19,0,7.6,2.6,0.32,Enrolled
1,1,5,9500,1,1,101,1,1,1,3,4,102.4,0,0,0,0,0,20,0,12.4,0.5,1.79,Enrolled
1,17,3,9147,1,1,125,1,38,19,7,7,125.7,0,0,0,0,0,20,0,15.5,2.8,-4.06,Enrolled
1,1,1,9130,1,1,117,1,1,1,9,9,109.3,1,0,0,0,0,20,0,12.7,3.7,-1.7,Enrolled
1,1,5,9500,1,1,125,1,1,1,3,8,115.6,1,0,0,0,0,18,0,16.2,0.3,-0.92,Enrolled
1,1,2,9147,1,1,130,1,37,37,9,9,117.8,0,0,0,0,0,18,0,7.6,2.6,0.32,Enrolled
1,17,1,9254,1,1,121,1,1,1,4,4,123.1,1,0,0,1,0,21,0,7.6,2.6,0.32,Enrolled
1,43,1,9070,1,1,135,1,19,19,9,9,122.8,1,0,0,1,1,20,0,10.8,1.4,1.74,Enrolled
1,17,5,9238,1,1,131,1,19,37,5,7,120.2,1,0,0,0,1,19,0,13.9,-0.3,0.79,Enrolled
1,43,1,9500,1,1,140,1,19,38,9,7,125.7,1,0,0,1,1,19,0,7.6,2.6,0.32,Enrolled
1,39,1,9119,1,1,130,1,37,3,9,3,137,1,0,0,1,0,28,0,7.6,2.6,0.32,Enrolled
1,1,2,9147,1,1,122,1,1,38,4,5,116.4,0,0,0,1,0,21,0,15.5,2.8,-4.06,Enrolled
1,51,1,9991,0,1,120,1,38,3,5,3,128.2,0,0,1,1,0,24,0,12.4,0.5,1.79,Enrolled
1,42,1,9003,1,1,140,1,1,3,4,2,140,1,0,0,1,0,23,0,15.5,2.8,-4.06,Enrolled
1,1,1,9773,1,1,127,1,5,3,4,4,122.8,1,0,0,1,0,20,0,12.4,0.5,1.79,Enrolled
1,1,1,171,1,1,124,1,2,2,3,2,118.4,1,0,0,1,0,18,0,7.6,2.6,0.32,Enrolled
1,43,1,8014,0,1,148,1,37,37,9,9,134.7,0,0,0,0,0,23,0,15.5,2.8,-4.06,Enrolled
1,44,1,9085,1,39,150,1,19,38,194,193,150,1,0,0,0,0,23,0,8.9,1.4,3.51,Enrolled
2,39,1,9147,1,1,130,1,37,37,9,9,142.5,0,0,0,0,0,39,0,11.1,0.6,2.02,Enrolled
1,1,1,9670,1,1,113,1,37,19,9,9,110.2,1,0,0,0,0,22,0,7.6,2.6,0.32,Enrolled
4,39,1,9991,0,1,133.1,1,37,37,9,9,130.4,0,0,0,0,0,30,0,12.7,3.7,-1.7,Enrolled
2,39,1,9991,0,39,140,1,38,19,9,5,110,0,0,0,0,1,35,0,12.7,3.7,-1.7,Enrolled
1,43,1,9500,1,1,120,1,37,37,9,6,120,1,0,0,0,0,26,0,7.6,2.6,0.32,Enrolled
2,53,1,9147,1,42,130,1,19,19,175,152,132.4,0,0,0,0,0,30,0,8.9,1.4,3.51,Enrolled
2,39,1,9991,0,1,162,1,37,37,9,6,132,0,0,1,1,0,25,0,7.6,2.6,0.32,Enrolled
1,17,3,9500,1,1,132,1,19,3,9,5,130.8,1,0,0,0,0,18,0,10.8,1.4,1.74,Enrolled
1,43,1,9500,1,1,133.1,1,38,19,9,10,114.5,0,0,0,0,0,23,0,16.2,0.3,-0.92,Enrolled
1,17,2,9500,1,1,126,1,37,37,7,7,126.2,1,0,0,0,1,18,0,11.1,0.6,2.02,Enrolled
1,51,1,9070,1,12,133.1,1,37,19,3,7,106.6,0,0,1,0,0,31,0,8.9,1.4,3.51,Enrolled
1,1,1,9254,1,1,120,1,1,1,9,10,118.3,0,0,0,1,0,20,0,8.9,1.4,3.51,Enrolled
1,1,1,171,1,1,123,1,1,3,2,2,118.8,0,0,0,1,0,19,0,8.9,1.4,3.51,Enrolled
5,39,1,9119,1,1,120,1,37,37,9,9,116,0,0,1,1,1,34,0,9.4,-0.8,-3.12,Enrolled
1,17,1,9147,1,1,110,1,1,1,4,4,99,0,0,0,1,0,21,0,10.8,1.4,1.74,Enrolled
1,17,4,9773,1,1,129,1,3,1,2,7,132.5,1,0,0,1,0,21,0,10.8,1.4,1.74,Enrolled
1,17,1,9670,1,1,140,1,1,1,4,3,133.4,0,0,0,1,0,24,0,10.8,1.4,1.74,Enrolled
1,17,1,9670,1,1,138,1,1,1,4,8,123,0,0,1,1,0,20,0,13.9,-0.3,0.79,Enrolled
1,1,1,9119,1,1,160,1,37,37,9,6,153.7,0,0,0,1,0,19,0,9.4,-0.8,-3.12,Enrolled
1,1,1,8014,0,1,123,1,3,1,2,9,127.6,1,0,0,1,0,26,0,10.8,1.4,1.74,Enrolled
1,44,1,9119,1,39,130,1,3,19,3,4,130,0,0,0,1,0,20,0,12.4,0.5,1.79,Enrolled
1,1,1,9147,1,1,143,1,1,37,9,9,135,1,0,0,0,0,21,0,7.6,2.6,0.32,Enrolled
1,1,1,9991,0,1,122,1,37,37,9,3,113.6,0,0,0,1,0,26,0,7.6,2.6,0.32,Enrolled
1,1,6,9500,1,1,145,1,19,37,9,9,132.3,1,0,0,0,1,19,0,10.8,1.4,1.74,Enrolled
2,1,1,9147,1,1,137,1,19,37,9,9,124.4,0,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,1,1,9085,1,1,127,1,37,37,9,9,122.8,1,0,0,0,0,19,0,12.7,3.7,-1.7,Enrolled
1,43,1,9238,1,1,109,1,19,37,5,5,108.3,0,0,0,0,1,21,0,10.8,1.4,1.74,Enrolled
1,1,2,9147,1,1,129,1,38,19,3,7,118.9,1,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,43,1,9147,1,1,131,1,3,19,2,9,126.1,0,0,0,0,0,18,0,16.2,0.3,-0.92,Enrolled
1,1,1,9670,1,1,126,1,37,19,7,7,125.7,0,0,0,0,0,20,0,15.5,2.8,-4.06,Enrolled
2,43,1,9991,0,1,134,1,37,37,9,9,113.7,0,0,0,0,0,32,0,9.4,-0.8,-3.12,Enrolled
1,16,3,9853,1,1,134,1,19,37,9,9,121.1,1,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,5,1,9670,1,1,135,1,1,12,4,4,140.3,1,0,0,0,0,19,0,12.4,0.5,1.79,Enrolled
1,17,1,9147,1,1,139,1,38,38,7,5,133.4,0,0,0,0,0,18,0,9.4,-0.8,-3.12,Enrolled
1,17,6,9500,1,1,136,1,3,38,2,9,125.7,1,0,0,0,0,20,0,11.1,0.6,2.02,Enrolled
1,1,1,9773,1,1,143,1,3,3,2,5,144.8,0,0,0,0,0,19,0,16.2,0.3,-0.92,Enrolled
1,18,1,9147,1,1,100,1,38,38,5,5,101.8,1,0,0,0,0,24,0,10.8,1.4,1.74,Enrolled
1,43,1,9991,0,1,120,1,37,37,9,8,122.5,1,0,0,0,0,29,0,9.4,-0.8,-3.12,Enrolled
1,17,1,9556,1,1,133,1,1,38,4,9,119,0,0,0,0,0,19,0,12.7,3.7,-1.7,Enrolled
1,1,1,9670,1,1,120,1,38,19,4,8,115.1,0,0,0,0,0,19,0,10.8,1.4,1.74,Enrolled
1,39,1,9991,0,1,130,1,37,37,9,9,151.6,0,0,0,0,0,24,0,16.2,0.3,-0.92,Enrolled
1,39,1,9500,1,1,133.1,1,19,19,5,6,121.4,0,0,1,0,0,28,0,13.9,-0.3,0.79,Enrolled
4,43,1,9500,1,1,130,1,37,37,9,9,103.7,0,0,0,0,0,38,0,10.8,1.4,1.74,Enrolled
1,1,1,9853,1,1,160,1,1,37,9,9,146,1,0,0,0,0,19,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9147,1,1,124,1,38,19,3,10,128.6,1,0,0,0,0,20,0,7.6,2.6,0.32,Enrolled
1,1,1,9991,0,1,140,1,37,37,9,9,124.6,0,0,0,0,0,29,0,15.5,2.8,-4.06,Enrolled
1,1,5,9500,1,1,135,1,37,37,7,7,124,1,0,0,0,1,19,0,9.4,-0.8,-3.12,Enrolled
1,39,1,9238,1,1,160,1,38,1,9,3,124,0,0,1,1,0,28,0,10.8,1.4,1.74,Enrolled
1,39,1,9003,1,1,160,1,1,37,191,193,140,0,0,0,1,0,27,0,11.1,0.6,2.02,Enrolled
1,1,1,9147,1,1,130,1,19,19,9,7,119.5,1,0,0,1,1,18,0,12.4,0.5,1.79,Enrolled
1,44,1,9130,1,39,140,1,1,19,4,7,140,0,0,0,1,0,20,0,13.9,-0.3,0.79,Enrolled
1,43,1,9773,1,1,121,1,1,1,4,5,121,1,0,0,1,0,23,0,9.4,-0.8,-3.12,Enrolled
1,43,4,9670,1,1,117,1,3,3,4,4,113.2,0,0,0,1,0,21,0,9.4,-0.8,-3.12,Enrolled
2,39,1,9991,0,1,150,1,1,4,4,2,146,0,0,0,1,0,34,0,12.7,3.7,-1.7,Enrolled
1,1,1,9500,1,1,118,1,12,1,4,10,115.7,0,0,0,1,0,20,0,13.9,-0.3,0.79,Enrolled
1,42,1,9003,1,39,120,1,3,1,2,6,128.2,1,0,0,1,0,24,0,16.2,0.3,-0.92,Enrolled
1,39,1,9991,0,1,100,1,37,38,9,4,140,0,0,0,1,0,39,0,15.5,2.8,-4.06,Enrolled
1,17,1,9085,1,1,120,1,19,38,4,8,122.5,0,0,0,1,0,19,0,11.1,0.6,2.02,Enrolled
1,39,1,9991,0,12,133.1,1,37,37,9,9,121.5,0,0,0,1,0,38,0,7.6,2.6,0.32,Enrolled
1,1,1,9500,1,1,135,1,38,19,194,193,135.4,1,0,0,1,0,21,0,11.1,0.6,2.02,Enrolled
1,17,1,9670,1,1,123,1,37,38,3,3,122,0,0,1,1,0,19,0,8.9,1.4,3.51,Enrolled
1,39,1,9254,1,12,133.1,1,37,37,5,7,119.3,1,0,0,1,0,25,0,9.4,-0.8,-3.12,Enrolled
1,1,4,9070,1,1,140,1,4,19,2,10,125,1,0,0,1,0,19,0,9.4,-0.8,-3.12,Enrolled
2,39,1,9500,1,19,133.1,1,19,19,4,4,100,0,0,0,1,0,33,0,16.2,0.3,-0.92,Enrolled
1,1,2,9119,1,1,140,1,19,19,9,9,125.7,1,0,0,1,0,18,0,9.4,-0.8,-3.12,Enrolled
1,17,6,9147,1,1,120,1,37,38,9,9,115.5,1,0,1,1,0,19,0,8.9,1.4,3.51,Enrolled
1,1,3,9147,1,1,124,1,1,1,5,3,116.7,1,0,0,1,0,19,0,7.6,2.6,0.32,Enrolled
1,17,3,9500,1,1,132,1,3,1,2,7,125.5,1,0,0,1,0,18,0,10.8,1.4,1.74,Enrolled
1,1,1,9130,1,1,130,1,2,3,9,1,117.6,0,0,0,1,0,19,0,9.4,-0.8,-3.12,Enrolled
1,44,1,9003,1,39,150,1,19,1,1,1,150,0,0,0,1,0,22,0,15.5,2.8,-4.06,Enrolled
1,17,3,9119,1,1,135,1,1,19,141,193,121.7,1,0,0,1,0,18,0,8.9,1.4,3.51,Enrolled
1,43,1,171,1,1,144,1,19,19,9,4,121.6,0,0,0,1,0,22,0,13.9,-0.3,0.79,Enrolled
1,1,1,171,1,1,133.1,1,1,37,9,9,117,0,0,1,1,0,19,0,15.5,2.8,-4.06,Enrolled
1,44,1,9119,1,39,130,1,38,19,9,5,130,1,0,0,1,0,19,0,12.4,0.5,1.79,Enrolled
1,15,1,9119,1,1,133.1,41,2,2,2,2,100,0,0,1,1,0,24,1,8.9,1.4,3.51,Enrolled
1,1,1,9119,1,1,148,1,19,19,9,8,129.8,0,0,0,1,1,18,0,8.9,1.4,3.51,Enrolled
1,1,1,9238,1,1,135,1,19,38,7,5,121,0,0,0,0,0,20,0,9.4,-0.8,-3.12,Enrolled
1,1,6,9773,1,1,145,1,1,19,4,4,131,1,0,0,0,1,18,0,7.6,2.6,0.32,Enrolled
1,44,1,9238,1,39,140,1,37,19,191,102,136.1,1,0,1,0,0,21,0,12.4,0.5,1.79,Enrolled
